order_id,customer_id,store_id,order_date,order_amount,order_status
1657,57,109,2024-02-26,942.00,completed
1658,58,110,2024-02-27,502.00,pending
1659,59,111,2024-02-28,187.00,completed
1660,60,112,2024-02-29,248.00,completed
1661,61,101,2024-03-01,601.00,completed
1662,62,102,2024-03-02,538.00,completed
1663,63,103,2024-03-03,467.00,cancelled
1664,64,104,2024-03-04,459.00,cancelled
1665,65,105,2024-03-05,777.00,pending
1666,66,106,2024-03-06,550.00,completed
1667,67,107,2024-03-07,518.00,completed
1668,68,108,2024-03-08,47.00,completed
1669,69,109,2024-03-09,678.00,completed
1670,70,110,2024-03-10,574.00,completed
1671,71,111,2024-03-11,283.00,completed
1672,72,112,2024-03-12,152.00,pending
1673,73,101,2024-03-13,889.00,completed
1674,74,102,2024-03-14,610.00,completed
1675,75,103,2024-03-15,587.00,completed
1676,76,104,2024-03-16,315.00,completed
1677,77,105,2024-03-17,681.00,completed
1678,78,106,2024-03-18,622.00,completed
1679,79,107,2024-03-19,326.00,pending
1680,80,108,2024-03-20,119.00,cancelled
1681,81,109,2024-03-21,654.00,cancelled
1682,82,110,2024-03-22,526.00,completed
1683,83,111,2024-03-23,259.00,completed
1684,84,112,2024-03-24,296.00,completed
1685,85,101,2024-03-25,817.00,completed
1686,86,102,2024-03-26,682.00,pending
1687,87,103,2024-03-27,587.00,completed
1688,88,104,2024-03-28,171.00,completed
1689,89,105,2024-03-29,705.00,completed
1690,90,106,2024-03-30,574.00,completed
1691,91,107,2024-03-31,254.00,completed
1692,92,108,2024-04-01,71.00,completed
1693,93,109,2024-04-02,750.00,pending
1694,94,110,2024-04-03,718.00,completed
1695,95,111,2024-04-04,355.00,completed
1696,96,112,2024-04-05,200.00,completed
1697,97,101,2024-04-06,1105.00,cancelled
1698,98,102,2024-04-07,634.00,cancelled
1699,99,103,2024-04-08,347.00,completed
1700,100,104,2024-04-09,387.00,pending
1701,101,105,2024-04-10,609.00,completed
1702,102,106,2024-04-11,406.00,completed
1703,103,107,2024-04-12,422.00,completed
1704,104,108,2024-04-13,143.00,completed
1705,105,109,2024-04-14,846.00,completed
1706,106,110,2024-04-15,670.00,completed
1707,107,111,2024-04-16,331.00,pending
1708,108,112,2024-04-17,104.00,completed
1709,109,101,2024-04-18,913.00,completed
1710,110,102,2024-04-19,466.00,completed
1711,111,103,2024-04-20,467.00,completed
1712,112,104,2024-04-21,243.00,completed
1713,113,105,2024-04-22,513.00,completed
1714,114,106,2024-04-23,718.00,cancelled
1715,115,107,2024-04-24,350.00,cancelled
1716,116,108,2024-04-25,95.00,completed
1717,117,109,2024-04-26,942.00,completed
1718,118,110,2024-04-27,502.00,completed
1719,119,111,2024-04-28,187.00,completed
1720,120,112,2024-04-29,248.00,completed
1721,1,101,2024-01-01,601.00,pending
1722,2,102,2024-01-02,538.00,completed
1723,3,103,2024-01-03,467.00,completed
1724,4,104,2024-01-04,459.00,completed
1725,5,105,2024-01-05,777.00,completed
1726,6,106,2024-01-06,550.00,completed
1727,7,107,2024-01-07,518.00,completed
1728,8,108,2024-01-08,47.00,pending
1729,9,109,2024-01-09,678.00,completed
1730,10,110,2024-01-10,574.00,completed
1731,11,111,2024-01-11,283.00,cancelled
1732,12,112,2024-01-12,152.00,cancelled
1733,13,101,2024-01-13,889.00,completed
1734,14,102,2024-01-14,610.00,completed
1735,15,103,2024-01-15,587.00,pending
1736,16,104,2024-01-16,315.00,completed
1737,17,105,2024-01-17,681.00,completed
1738,18,106,2024-01-18,622.00,completed
1739,19,107,2024-01-19,326.00,completed
1740,20,108,2024-01-20,119.00,completed
1741,21,109,2024-01-21,654.00,completed
1742,22,110,2024-01-22,526.00,pending
1743,23,111,2024-01-23,259.00,completed
1744,24,112,2024-01-24,296.00,completed
1745,25,101,2024-01-25,817.00,completed
1746,26,102,2024-01-26,682.00,completed
1747,27,103,2024-01-27,587.00,completed
1748,28,104,2024-01-28,171.00,cancelled
1749,29,105,2024-01-29,705.00,cancelled
1750,30,106,2024-01-30,574.00,completed
1751,31,107,2024-01-31,254.00,completed
1752,32,108,2024-02-01,71.00,completed
1753,33,109,2024-02-02,750.00,completed
1754,34,110,2024-02-03,718.00,completed
1755,35,111,2024-02-04,355.00,completed
1756,36,112,2024-02-05,200.00,pending
1757,37,101,2024-02-06,1105.00,completed
1758,38,102,2024-02-07,634.00,completed
1759,39,103,2024-02-08,347.00,completed
1760,40,104,2024-02-09,387.00,completed
1761,41,105,2024-02-10,609.00,completed
1762,42,106,2024-02-11,406.00,completed
1763,43,107,2024-02-12,422.00,pending
1764,44,108,2024-02-13,143.00,completed
1765,45,109,2024-02-14,846.00,cancelled
1766,46,110,2024-02-15,670.00,cancelled
1767,47,111,2024-02-16,331.00,completed
1768,48,112,2024-02-17,104.00,completed
1769,49,101,2024-02-18,913.00,completed
1770,50,102,2024-02-19,466.00,pending
1771,51,103,2024-02-20,467.00,completed
1772,52,104,2024-02-21,243.00,completed
1773,53,105,2024-02-22,513.00,completed
1774,54,106,2024-02-23,718.00,completed
1775,55,107,2024-02-24,350.00,completed
1776,56,108,2024-02-25,95.00,completed
1777,57,109,2024-02-26,942.00,pending
1778,58,110,2024-02-27,502.00,completed
1779,59,111,2024-02-28,187.00,completed
1780,60,112,2024-02-29,248.00,completed
1781,61,101,2024-03-01,601.00,completed
1782,62,102,2024-03-02,538.00,cancelled
1783,63,103,2024-03-03,467.00,cancelled
1784,64,104,2024-03-04,459.00,pending
1785,65,105,2024-03-05,777.00,completed
1786,66,106,2024-03-06,550.00,completed
1787,67,107,2024-03-07,518.00,completed
1788,68,108,2024-03-08,47.00,completed
1789,69,109,2024-03-09,678.00,completed
1790,70,110,2024-03-10,574.00,completed
1791,71,111,2024-03-11,283.00,pending
1792,72,112,2024-03-12,152.00,completed
1793,73,101,2024-03-13,889.00,completed
1794,74,102,2024-03-14,610.00,completed
1795,75,103,2024-03-15,587.00,completed
1796,76,104,2024-03-16,315.00,completed
1797,77,105,2024-03-17,681.00,completed
1798,78,106,2024-03-18,622.00,pending
1799,79,107,2024-03-19,326.00,cancelled
1800,80,108,2024-03-20,119.00,cancelled
1801,81,109,2024-03-21,654.00,completed
1802,82,110,2024-03-22,526.00,completed
1803,83,111,2024-03-23,259.00,completed
1804,84,112,2024-03-24,296.00,completed
1805,85,101,2024-03-25,817.00,pending
1806,86,102,2024-03-26,682.00,completed
1807,87,103,2024-03-27,587.00,completed
1808,88,104,2024-03-28,171.00,completed
1809,89,105,2024-03-29,705.00,completed
1810,90,106,2024-03-30,574.00,completed
1811,91,107,2024-03-31,254.00,completed
1812,92,108,2024-04-01,71.00,pending
1813,93,109,2024-04-02,750.00,completed
1814,94,110,2024-04-03,718.00,completed
1815,95,111,2024-04-04,355.00,completed
1816,96,112,2024-04-05,200.00,cancelled
1817,97,101,2024-04-06,1105.00,cancelled
1818,98,102,2024-04-07,634.00,completed
1819,99,103,2024-04-08,347.00,pending
1820,100,104,2024-04-09,387.00,completed
1821,101,105,2024-04-10,609.00,completed
1822,102,106,2024-04-11,406.00,completed
1823,103,107,2024-04-12,422.00,completed
1824,104,108,2024-04-13,143.00,completed
1825,105,109,2024-04-14,846.00,completed
1826,106,110,2024-04-15,670.00,pending
1827,107,111,2024-04-16,331.00,completed
1828,108,112,2024-04-17,104.00,completed
1829,109,101,2024-04-18,913.00,completed
1830,110,102,2024-04-19,466.00,completed
1831,111,103,2024-04-20,467.00,completed
1832,112,104,2024-04-21,243.00,completed
1833,113,105,2024-04-22,513.00,cancelled
1834,114,106,2024-04-23,718.00,cancelled
1835,115,107,2024-04-24,350.00,completed
1836,116,108,2024-04-25,95.00,completed
1837,117,109,2024-04-26,942.00,completed
1838,118,110,2024-04-27,502.00,completed
1839,119,111,2024-04-28,187.00,completed
1840,120,112,2024-04-29,248.00,pending
1841,1,101,2024-01-01,601.00,completed
1842,2,102,2024-01-02,538.00,completed
1843,3,103,2024-01-03,467.00,completed
1844,4,104,2024-01-04,459.00,completed
1845,5,105,2024-01-05,777.00,completed
1846,6,106,2024-01-06,550.00,completed
1847,7,107,2024-01-07,518.00,pending
1848,8,108,2024-01-08,47.00,completed
1849,9,109,2024-01-09,678.00,completed
1850,10,110,2024-01-10,574.00,cancelled
1851,11,111,2024-01-11,283.00,cancelled
1852,12,112,2024-01-12,152.00,completed
1853,13,101,2024-01-13,889.00,completed
1854,14,102,2024-01-14,610.00,pending
1855,15,103,2024-01-15,587.00,completed
1856,16,104,2024-01-16,315.00,completed
1857,17,105,2024-01-17,681.00,completed
1858,18,106,2024-01-18,622.00,completed
1859,19,107,2024-01-19,326.00,completed
1860,20,108,2024-01-20,119.00,completed
1861,21,109,2024-01-21,654.00,pending
1862,22,110,2024-01-22,526.00,completed
1863,23,111,2024-01-23,259.00,completed
1864,24,112,2024-01-24,296.00,completed
1865,25,101,2024-01-25,817.00,completed
1866,26,102,2024-01-26,682.00,completed
1867,27,103,2024-01-27,587.00,cancelled
1868,28,104,2024-01-28,171.00,cancelled
1869,29,105,2024-01-29,705.00,completed
1870,30,106,2024-01-30,574.00,completed
1871,31,107,2024-01-31,254.00,completed
1872,32,108,2024-02-01,71.00,completed
1873,33,109,2024-02-02,750.00,completed
1874,34,110,2024-02-03,718.00,completed
1875,35,111,2024-02-04,355.00,pending
1876,36,112,2024-02-05,200.00,completed
1877,37,101,2024-02-06,1105.00,completed
1878,38,102,2024-02-07,634.00,completed
1879,39,103,2024-02-08,347.00,completed
1880,40,104,2024-02-09,387.00,completed
1881,41,105,2024-02-10,609.00,completed
1882,42,106,2024-02-11,406.00,pending
1883,43,107,2024-02-12,422.00,completed
1884,44,108,2024-02-13,143.00,cancelled
1885,45,109,2024-02-14,846.00,cancelled
1886,46,110,2024-02-15,670.00,completed
1887,47,111,2024-02-16,331.00,completed
1888,48,112,2024-02-17,104.00,completed
1889,49,101,2024-02-18,913.00,pending
1890,50,102,2024-02-19,466.00,completed
1891,51,103,2024-02-20,467.00,completed
1892,52,104,2024-02-21,243.00,completed
1893,53,105,2024-02-22,513.00,completed
1894,54,106,2024-02-23,718.00,completed
1895,55,107,2024-02-24,350.00,completed
1896,56,108,2024-02-25,95.00,pending
1897,57,109,2024-02-26,942.00,completed
1898,58,110,2024-02-27,502.00,completed
1899,59,111,2024-02-28,187.00,completed
1900,60,112,2024-02-29,248.00,completed
1901,61,101,2024-03-01,601.00,cancelled
1902,62,102,2024-03-02,538.00,cancelled
1903,63,103,2024-03-03,467.00,pending
1904,64,104,2024-03-04,459.00,completed
1905,65,105,2024-03-05,777.00,completed
1906,66,106,2024-03-06,550.00,completed
1907,67,107,2024-03-07,518.00,completed
1908,68,108,2024-03-08,47.00,completed
1909,69,109,2024-03-09,678.00,completed
1910,70,110,2024-03-10,574.00,pending
1911,71,111,2024-03-11,283.00,completed
1912,72,112,2024-03-12,152.00,completed
1913,73,101,2024-03-13,889.00,completed
1914,74,102,2024-03-14,610.00,completed
1915,75,103,2024-03-15,587.00,completed
1916,76,104,2024-03-16,315.00,completed
1917,77,105,2024-03-17,681.00,pending
1918,78,106,2024-03-18,622.00,cancelled
1919,79,107,2024-03-19,326.00,cancelled
1920,80,108,2024-03-20,119.00,completed
1921,81,109,2024-03-21,654.00,completed
1922,82,110,2024-03-22,526.00,completed
1923,83,111,2024-03-23,259.00,completed
1924,84,112,2024-03-24,296.00,pending
1925,85,101,2024-03-25,817.00,completed
1926,86,102,2024-03-26,682.00,completed
1927,87,103,2024-03-27,587.00,completed
1928,88,104,2024-03-28,171.00,completed
1929,89,105,2024-03-29,705.00,completed
1930,90,106,2024-03-30,574.00,completed
1931,91,107,2024-03-31,254.00,pending
1932,92,108,2024-04-01,71.00,completed
1933,93,109,2024-04-02,750.00,completed
1934,94,110,2024-04-03,718.00,completed
1935,95,111,2024-04-04,355.00,cancelled
1936,96,112,2024-04-05,200.00,cancelled
1937,97,101,2024-04-06,1105.00,completed
1938,98,102,2024-04-07,634.00,pending
1939,99,103,2024-04-08,347.00,completed
1940,100,104,2024-04-09,387.00,completed
1941,101,105,2024-04-10,609.00,completed
1942,102,106,2024-04-11,406.00,completed
1943,103,107,2024-04-12,422.00,completed
1944,104,108,2024-04-13,143.00,completed
1945,105,109,2024-04-14,846.00,pending
1946,106,110,2024-04-15,670.00,completed
1947,107,111,2024-04-16,331.00,completed
1948,108,112,2024-04-17,104.00,completed
1949,109,101,2024-04-18,913.00,completed
1950,110,102,2024-04-19,466.00,completed
1951,111,103,2024-04-20,467.00,completed
1952,112,104,2024-04-21,243.00,cancelled
1953,113,105,2024-04-22,513.00,cancelled
1954,114,106,2024-04-23,718.00,completed
1955,115,107,2024-04-24,350.00,completed
1956,116,108,2024-04-25,95.00,completed
1957,117,109,2024-04-26,942.00,completed
1958,118,110,2024-04-27,502.00,completed
1959,119,111,2024-04-28,187.00,pending
1960,120,112,2024-04-29,248.00,completed
1961,1,101,2024-01-01,601.00,completed
1962,2,102,2024-01-02,538.00,completed
1963,3,103,2024-01-03,467.00,completed
1964,4,104,2024-01-04,459.00,completed
1965,5,105,2024-01-05,777.00,completed
1966,6,106,2024-01-06,550.00,pending
1967,7,107,2024-01-07,518.00,completed
1968,8,108,2024-01-08,47.00,completed
1969,9,109,2024-01-09,678.00,cancelled
1970,10,110,2024-01-10,574.00,cancelled
1971,11,111,2024-01-11,283.00,completed
1972,12,112,2024-01-12,152.00,completed
1973,13,101,2024-01-13,889.00,pending
1974,14,102,2024-01-14,610.00,completed
1975,15,103,2024-01-15,587.00,completed
1976,16,104,2024-01-16,315.00,completed
1977,17,105,2024-01-17,681.00,completed
1978,18,106,2024-01-18,622.00,completed
1979,19,107,2024-01-19,326.00,completed
1980,20,108,2024-01-20,119.00,pending
1981,21,109,2024-01-21,654.00,completed
1982,22,110,2024-01-22,526.00,completed
1983,23,111,2024-01-23,259.00,completed
1984,24,112,2024-01-24,296.00,completed
1985,25,101,2024-01-25,817.00,completed
1986,26,102,2024-01-26,682.00,cancelled
1987,27,103,2024-01-27,587.00,cancelled
1988,28,104,2024-01-28,171.00,completed
1989,29,105,2024-01-29,705.00,completed
1990,30,106,2024-01-30,574.00,completed
1991,31,107,2024-01-31,254.00,completed
1992,32,108,2024-02-01,71.00,completed
1993,33,109,2024-02-02,750.00,completed
1994,34,110,2024-02-03,718.00,pending
1995,35,111,2024-02-04,355.00,completed
1996,36,112,2024-02-05,200.00,completed
1997,37,101,2024-02-06,1105.00,completed
1998,38,102,2024-02-07,634.00,completed
1999,39,103,2024-02-08,347.00,completed
2000,40,104,2024-02-09,387.00,completed
