payment_id,order_id,payment_date,payment_amount,payment_method,payment_status
11641,1164,2024-02-13,85.80,card,paid
11721,1172,2024-02-21,145.80,card,paid
11761,1176,2024-02-25,57.00,card,paid
11801,1180,2024-02-29,148.80,card,paid
11841,1184,2024-03-04,275.40,card,paid
11921,1192,2024-03-12,91.20,card,paid
12001,1200,2024-03-20,71.40,card,paid
12081,1208,2024-03-28,102.60,card,paid
12121,1212,2024-04-01,42.60,card,paid
12161,1216,2024-04-05,120.00,card,paid
12201,1220,2024-04-09,232.20,card,paid
12281,1228,2024-04-17,62.40,card,paid
12321,1232,2024-04-21,145.80,card,paid
12361,1236,2024-04-25,57.00,card,paid
12401,1240,2024-04-29,148.80,card,paid
12441,1244,2024-01-04,275.40,card,paid
12481,1248,2024-01-08,28.20,card,paid
12601,1260,2024-01-20,71.40,card,paid
12641,1264,2024-01-24,177.60,card,paid
12681,1268,2024-01-28,102.60,card,paid
12761,1276,2024-02-05,120.00,card,paid
12841,1284,2024-02-13,85.80,card,paid
12881,1288,2024-02-17,62.40,card,paid
12921,1292,2024-02-21,145.80,card,paid
12961,1296,2024-02-25,57.00,card,paid
13001,1300,2024-02-29,148.80,card,paid
13041,1304,2024-03-04,275.40,card,paid
13121,1312,2024-03-12,91.20,card,paid
13161,1316,2024-03-16,189.00,card,paid
13201,1320,2024-03-20,71.40,card,paid
13281,1328,2024-03-28,102.60,card,paid
13321,1332,2024-04-01,42.60,card,paid
13441,1344,2024-04-13,85.80,card,paid
13481,1348,2024-04-17,62.40,card,paid
13521,1352,2024-04-21,145.80,card,paid
13561,1356,2024-04-25,57.00,card,paid
13601,1360,2024-04-29,148.80,card,paid
13681,1368,2024-01-08,28.20,card,paid
13721,1372,2024-01-12,91.20,card,paid
13761,1376,2024-01-16,189.00,card,paid
13801,1380,2024-01-20,71.40,card,paid
13841,1384,2024-01-24,177.60,card,paid
13881,1388,2024-01-28,102.60,card,paid
13961,1396,2024-02-05,120.00,card,paid
14001,1400,2024-02-09,232.20,card,paid
14041,1404,2024-02-13,85.80,card,paid
14121,1412,2024-02-21,145.80,card,paid
14161,1416,2024-02-25,57.00,card,paid
14241,1424,2024-03-04,275.40,card,paid
14281,1428,2024-03-08,28.20,card,paid
14321,1432,2024-03-12,91.20,card,paid
14361,1436,2024-03-16,189.00,card,paid
14401,1440,2024-03-20,71.40,card,paid
14441,1444,2024-03-24,177.60,card,paid
14521,1452,2024-04-01,42.60,card,paid
14561,1456,2024-04-05,120.00,card,paid
14641,1464,2024-04-13,85.80,card,paid
14681,1468,2024-04-17,62.40,card,paid
14721,1472,2024-04-21,145.80,card,paid
14801,1480,2024-04-29,148.80,card,paid
14841,1484,2024-01-04,275.40,card,paid
14881,1488,2024-01-08,28.20,card,paid
14921,1492,2024-01-12,91.20,card,paid
14961,1496,2024-01-16,189.00,card,paid
15001,1500,2024-01-20,71.40,card,paid
15081,1508,2024-01-28,102.60,card,paid
15121,1512,2024-02-01,42.60,card,paid
15161,1516,2024-02-05,120.00,card,paid
15201,1520,2024-02-09,232.20,card,paid
15241,1524,2024-02-13,85.80,card,paid
15361,1536,2024-02-25,57.00,card,paid
15401,1540,2024-02-29,148.80,card,paid
15481,1548,2024-03-08,28.20,card,paid
15521,1552,2024-03-12,91.20,card,paid
15561,1556,2024-03-16,189.00,card,paid
15641,1564,2024-03-24,177.60,card,paid
15681,1568,2024-03-28,102.60,card,paid
15721,1572,2024-04-01,42.60,card,paid
15761,1576,2024-04-05,120.00,card,paid
15801,1580,2024-04-09,232.20,card,paid
15841,1584,2024-04-13,85.80,card,paid
15921,1592,2024-04-21,145.80,card,paid
16001,1600,2024-04-29,148.80,card,paid
16041,1604,2024-01-04,275.40,card,paid
16081,1608,2024-01-08,28.20,card,paid
16201,1620,2024-01-20,71.40,card,paid
16241,1624,2024-01-24,177.60,card,paid
16281,1628,2024-01-28,102.60,card,paid
16321,1632,2024-02-01,42.60,card,paid
16361,1636,2024-02-05,120.00,card,paid
16401,1640,2024-02-09,232.20,card,paid
16481,1648,2024-02-17,62.40,card,paid
16521,1652,2024-02-21,145.80,card,paid
16561,1656,2024-02-25,57.00,card,paid
16601,1660,2024-02-29,148.80,card,paid
16681,1668,2024-03-08,28.20,card,paid
16761,1676,2024-03-16,189.00,card,paid
16841,1684,2024-03-24,177.60,card,paid
16881,1688,2024-03-28,102.60,card,paid
16921,1692,2024-04-01,42.60,card,paid
16961,1696,2024-04-05,120.00,card,paid
17041,1704,2024-04-13,85.80,card,paid
17081,1708,2024-04-17,62.40,card,paid
17121,1712,2024-04-21,145.80,card,paid
17161,1716,2024-04-25,57.00,card,paid
17201,1720,2024-04-29,148.80,card,paid
17241,1724,2024-01-04,275.40,card,paid
17361,1736,2024-01-16,189.00,card,paid
17401,1740,2024-01-20,71.40,card,paid
17441,1744,2024-01-24,177.60,card,paid
17521,1752,2024-02-01,42.60,card,paid
17601,1760,2024-02-09,232.20,card,paid
17641,1764,2024-02-13,85.80,card,paid
17681,1768,2024-02-17,62.40,card,paid
17721,1772,2024-02-21,145.80,card,paid
17761,1776,2024-02-25,57.00,card,paid
17801,1780,2024-02-29,148.80,card,paid
17881,1788,2024-03-08,28.20,card,paid
17921,1792,2024-03-12,91.20,card,paid
17961,1796,2024-03-16,189.00,card,paid
18041,1804,2024-03-24,177.60,card,paid
18081,1808,2024-03-28,102.60,card,paid
18201,1820,2024-04-09,232.20,card,paid
18241,1824,2024-04-13,85.80,card,paid
18281,1828,2024-04-17,62.40,card,paid
18321,1832,2024-04-21,145.80,card,paid
18361,1836,2024-04-25,57.00,card,paid
18441,1844,2024-01-04,275.40,card,paid
18481,1848,2024-01-08,28.20,card,paid
18521,1852,2024-01-12,91.20,card,paid
18561,1856,2024-01-16,189.00,card,paid
18601,1860,2024-01-20,71.40,card,paid
18641,1864,2024-01-24,177.60,card,paid
18721,1872,2024-02-01,42.60,card,paid
18761,1876,2024-02-05,120.00,card,paid
18801,1880,2024-02-09,232.20,card,paid
18881,1888,2024-02-17,62.40,card,paid
18921,1892,2024-02-21,145.80,card,paid
19001,1900,2024-02-29,148.80,card,paid
19041,1904,2024-03-04,275.40,card,paid
19081,1908,2024-03-08,28.20,card,paid
19121,1912,2024-03-12,91.20,card,paid
19161,1916,2024-03-16,189.00,card,paid
19201,1920,2024-03-20,71.40,card,paid
19281,1928,2024-03-28,102.60,card,paid
19321,1932,2024-04-01,42.60,card,paid
19401,1940,2024-04-09,232.20,card,paid
19441,1944,2024-04-13,85.80,card,paid
19481,1948,2024-04-17,62.40,card,paid
19561,1956,2024-04-25,57.00,card,paid
19601,1960,2024-04-29,148.80,card,paid
19641,1964,2024-01-04,275.40,card,paid
19681,1968,2024-01-08,28.20,card,paid
19721,1972,2024-01-12,91.20,card,paid
19761,1976,2024-01-16,189.00,card,paid
19841,1984,2024-01-24,177.60,card,paid
19881,1988,2024-01-28,102.60,card,paid
19921,1992,2024-02-01,42.60,card,paid
19961,1996,2024-02-05,120.00,card,paid
20001,2000,2024-02-09,232.20,card,paid
10042,1004,2024-01-05,183.60,wallet,paid
10082,1008,2024-01-09,18.80,wallet,paid
10122,1012,2024-01-13,60.80,wallet,paid
10162,1016,2024-01-17,126.00,wallet,paid
10202,1020,2024-01-21,47.60,wallet,paid
10242,1024,2024-01-25,118.40,wallet,paid
10322,1032,2024-02-02,28.40,wallet,paid
10362,1036,2024-02-06,80.00,wallet,paid
10402,1040,2024-02-10,154.80,wallet,paid
10442,1044,2024-02-14,57.20,wallet,paid
10482,1048,2024-02-18,41.60,wallet,paid
10602,1060,2024-03-01,99.20,wallet,paid
10642,1064,2024-03-05,183.60,wallet,paid
10722,1072,2024-03-13,60.80,wallet,paid
10762,1076,2024-03-17,126.00,wallet,paid
10802,1080,2024-03-21,47.60,wallet,paid
10882,1088,2024-03-29,68.40,wallet,paid
10922,1092,2024-04-02,28.40,wallet,paid
10962,1096,2024-04-06,80.00,wallet,paid
11002,1100,2024-04-10,154.80,wallet,paid
11042,1104,2024-04-14,57.20,wallet,paid
11082,1108,2024-04-18,41.60,wallet,paid
11162,1116,2024-04-26,38.00,wallet,paid
11242,1124,2024-01-05,183.60,wallet,paid
11282,1128,2024-01-09,18.80,wallet,paid
11322,1132,2024-01-13,60.80,wallet,paid
11442,1144,2024-01-25,118.40,wallet,paid
11482,1148,2024-01-29,68.40,wallet,paid
11522,1152,2024-02-02,28.40,wallet,paid
11562,1156,2024-02-06,80.00,wallet,paid
11602,1160,2024-02-10,154.80,wallet,paid
11642,1164,2024-02-14,57.20,wallet,paid
11722,1172,2024-02-22,97.20,wallet,paid
11762,1176,2024-02-26,38.00,wallet,paid
11802,1180,2024-03-01,99.20,wallet,paid
11842,1184,2024-03-05,183.60,wallet,paid
11922,1192,2024-03-13,60.80,wallet,paid
12002,1200,2024-03-21,47.60,wallet,paid
12082,1208,2024-03-29,68.40,wallet,paid
12122,1212,2024-04-02,28.40,wallet,paid
12162,1216,2024-04-06,80.00,wallet,paid
12202,1220,2024-04-10,154.80,wallet,paid
12282,1228,2024-04-18,41.60,wallet,paid
12322,1232,2024-04-22,97.20,wallet,paid
12362,1236,2024-04-26,38.00,wallet,paid
12402,1240,2024-04-30,99.20,wallet,paid
12442,1244,2024-01-05,183.60,wallet,paid
12482,1248,2024-01-09,18.80,wallet,paid
12602,1260,2024-01-21,47.60,wallet,paid
12642,1264,2024-01-25,118.40,wallet,paid
12682,1268,2024-01-29,68.40,wallet,paid
12762,1276,2024-02-06,80.00,wallet,paid
12842,1284,2024-02-14,57.20,wallet,paid
12882,1288,2024-02-18,41.60,wallet,paid
12922,1292,2024-02-22,97.20,wallet,paid
12962,1296,2024-02-26,38.00,wallet,paid
13002,1300,2024-03-01,99.20,wallet,paid
13042,1304,2024-03-05,183.60,wallet,paid
13122,1312,2024-03-13,60.80,wallet,paid
13162,1316,2024-03-17,126.00,wallet,paid
13202,1320,2024-03-21,47.60,wallet,paid
13282,1328,2024-03-29,68.40,wallet,paid
13322,1332,2024-04-02,28.40,wallet,paid
13442,1344,2024-04-14,57.20,wallet,paid
13482,1348,2024-04-18,41.60,wallet,paid
13522,1352,2024-04-22,97.20,wallet,paid
13562,1356,2024-04-26,38.00,wallet,paid
13602,1360,2024-04-30,99.20,wallet,paid
13682,1368,2024-01-09,18.80,wallet,paid
13722,1372,2024-01-13,60.80,wallet,paid
13762,1376,2024-01-17,126.00,wallet,paid
13802,1380,2024-01-21,47.60,wallet,paid
13842,1384,2024-01-25,118.40,wallet,paid
13882,1388,2024-01-29,68.40,wallet,paid
13962,1396,2024-02-06,80.00,wallet,paid
14002,1400,2024-02-10,154.80,wallet,paid
14042,1404,2024-02-14,57.20,wallet,paid
14122,1412,2024-02-22,97.20,wallet,paid
14162,1416,2024-02-26,38.00,wallet,paid
14242,1424,2024-03-05,183.60,wallet,paid
14282,1428,2024-03-09,18.80,wallet,paid
14322,1432,2024-03-13,60.80,wallet,paid
14362,1436,2024-03-17,126.00,wallet,paid
14402,1440,2024-03-21,47.60,wallet,paid
14442,1444,2024-03-25,118.40,wallet,paid
14522,1452,2024-04-02,28.40,wallet,paid
14562,1456,2024-04-06,80.00,wallet,paid
14642,1464,2024-04-14,57.20,wallet,paid
14682,1468,2024-04-18,41.60,wallet,paid
14722,1472,2024-04-22,97.20,wallet,paid
14802,1480,2024-04-30,99.20,wallet,paid
14842,1484,2024-01-05,183.60,wallet,paid
14882,1488,2024-01-09,18.80,wallet,paid
14922,1492,2024-01-13,60.80,wallet,paid
14962,1496,2024-01-17,126.00,wallet,paid
15002,1500,2024-01-21,47.60,wallet,paid
15082,1508,2024-01-29,68.40,wallet,paid
15122,1512,2024-02-02,28.40,wallet,paid
15162,1516,2024-02-06,80.00,wallet,paid
15202,1520,2024-02-10,154.80,wallet,paid
15242,1524,2024-02-14,57.20,wallet,paid
15362,1536,2024-02-26,38.00,wallet,paid
15402,1540,2024-03-01,99.20,wallet,paid
15482,1548,2024-03-09,18.80,wallet,paid
15522,1552,2024-03-13,60.80,wallet,paid
15562,1556,2024-03-17,126.00,wallet,paid
15642,1564,2024-03-25,118.40,wallet,paid
15682,1568,2024-03-29,68.40,wallet,paid
15722,1572,2024-04-02,28.40,wallet,paid
15762,1576,2024-04-06,80.00,wallet,paid
15802,1580,2024-04-10,154.80,wallet,paid
15842,1584,2024-04-14,57.20,wallet,paid
15922,1592,2024-04-22,97.20,wallet,paid
16002,1600,2024-04-30,99.20,wallet,paid
16042,1604,2024-01-05,183.60,wallet,paid
16082,1608,2024-01-09,18.80,wallet,paid
16202,1620,2024-01-21,47.60,wallet,paid
16242,1624,2024-01-25,118.40,wallet,paid
16282,1628,2024-01-29,68.40,wallet,paid
16322,1632,2024-02-02,28.40,wallet,paid
16362,1636,2024-02-06,80.00,wallet,paid
16402,1640,2024-02-10,154.80,wallet,paid
16482,1648,2024-02-18,41.60,wallet,paid
16522,1652,2024-02-22,97.20,wallet,paid
16562,1656,2024-02-26,38.00,wallet,paid
16602,1660,2024-03-01,99.20,wallet,paid
16682,1668,2024-03-09,18.80,wallet,paid
16762,1676,2024-03-17,126.00,wallet,paid
16842,1684,2024-03-25,118.40,wallet,paid
16882,1688,2024-03-29,68.40,wallet,paid
16922,1692,2024-04-02,28.40,wallet,paid
16962,1696,2024-04-06,80.00,wallet,paid
17042,1704,2024-04-14,57.20,wallet,paid
17082,1708,2024-04-18,41.60,wallet,paid
17122,1712,2024-04-22,97.20,wallet,paid
17162,1716,2024-04-26,38.00,wallet,paid
17202,1720,2024-04-30,99.20,wallet,paid
17242,1724,2024-01-05,183.60,wallet,paid
17362,1736,2024-01-17,126.00,wallet,paid
17402,1740,2024-01-21,47.60,wallet,paid
17442,1744,2024-01-25,118.40,wallet,paid
17522,1752,2024-02-02,28.40,wallet,paid
17602,1760,2024-02-10,154.80,wallet,paid
17642,1764,2024-02-14,57.20,wallet,paid
17682,1768,2024-02-18,41.60,wallet,paid
17722,1772,2024-02-22,97.20,wallet,paid
17762,1776,2024-02-26,38.00,wallet,paid
17802,1780,2024-03-01,99.20,wallet,paid
17882,1788,2024-03-09,18.80,wallet,paid
17922,1792,2024-03-13,60.80,wallet,paid
17962,1796,2024-03-17,126.00,wallet,paid
18042,1804,2024-03-25,118.40,wallet,paid
18082,1808,2024-03-29,68.40,wallet,paid
18202,1820,2024-04-10,154.80,wallet,paid
18242,1824,2024-04-14,57.20,wallet,paid
18282,1828,2024-04-18,41.60,wallet,paid
18322,1832,2024-04-22,97.20,wallet,paid
18362,1836,2024-04-26,38.00,wallet,paid
18442,1844,2024-01-05,183.60,wallet,paid
18482,1848,2024-01-09,18.80,wallet,paid
18522,1852,2024-01-13,60.80,wallet,paid
18562,1856,2024-01-17,126.00,wallet,paid
18602,1860,2024-01-21,47.60,wallet,paid
18642,1864,2024-01-25,118.40,wallet,paid
18722,1872,2024-02-02,28.40,wallet,paid
18762,1876,2024-02-06,80.00,wallet,paid
18802,1880,2024-02-10,154.80,wallet,paid
18882,1888,2024-02-18,41.60,wallet,paid
18922,1892,2024-02-22,97.20,wallet,paid
19002,1900,2024-03-01,99.20,wallet,paid
19042,1904,2024-03-05,183.60,wallet,paid
19082,1908,2024-03-09,18.80,wallet,paid
19122,1912,2024-03-13,60.80,wallet,paid
19162,1916,2024-03-17,126.00,wallet,paid
19202,1920,2024-03-21,47.60,wallet,paid
19282,1928,2024-03-29,68.40,wallet,paid
19322,1932,2024-04-02,28.40,wallet,paid
19402,1940,2024-04-10,154.80,wallet,paid
19442,1944,2024-04-14,57.20,wallet,paid
19482,1948,2024-04-18,41.60,wallet,paid
19562,1956,2024-04-26,38.00,wallet,paid
19602,1960,2024-04-30,99.20,wallet,paid
19642,1964,2024-01-05,183.60,wallet,paid
19682,1968,2024-01-09,18.80,wallet,paid
19722,1972,2024-01-13,60.80,wallet,paid
19762,1976,2024-01-17,126.00,wallet,paid
19842,1984,2024-01-25,118.40,wallet,paid
19882,1988,2024-01-29,68.40,wallet,paid
19922,1992,2024-02-02,28.40,wallet,paid
19962,1996,2024-02-06,80.00,wallet,paid
20002,2000,2024-02-10,154.80,wallet,paid
10071,1007,2024-01-07,0.00,card,pending
10141,1014,2024-01-14,0.00,card,pending
10211,1021,2024-01-21,0.00,card,pending
10281,1028,2024-01-28,0.00,card,pending
10421,1042,2024-02-11,0.00,card,pending
10491,1049,2024-02-18,0.00,card,pending
10561,1056,2024-02-25,0.00,card,pending
10631,1063,2024-03-03,0.00,card,pending
10701,1070,2024-03-10,0.00,card,pending
10771,1077,2024-03-17,0.00,card,pending
10841,1084,2024-03-24,0.00,card,pending
10911,1091,2024-03-31,0.00,card,pending
10981,1098,2024-04-07,0.00,card,pending
11051,1105,2024-04-14,0.00,card,pending
11121,1112,2024-04-21,0.00,card,pending
11261,1126,2024-01-06,0.00,card,pending
11331,1133,2024-01-13,0.00,card,pending
11401,1140,2024-01-20,0.00,card,pending
11471,1147,2024-01-27,0.00,card,pending
11611,1161,2024-02-10,0.00,card,pending
11681,1168,2024-02-17,0.00,card,pending
11751,1175,2024-02-24,0.00,card,pending
11821,1182,2024-03-02,0.00,card,pending
11891,1189,2024-03-09,0.00,card,pending
11961,1196,2024-03-16,0.00,card,pending
12031,1203,2024-03-23,0.00,card,pending
12101,1210,2024-03-30,0.00,card,pending
12171,1217,2024-04-06,0.00,card,pending
12241,1224,2024-04-13,0.00,card,pending
12311,1231,2024-04-20,0.00,card,pending
12451,1245,2024-01-05,0.00,card,pending
12521,1252,2024-01-12,0.00,card,pending
12591,1259,2024-01-19,0.00,card,pending
12661,1266,2024-01-26,0.00,card,pending
12801,1280,2024-02-09,0.00,card,pending
12871,1287,2024-02-16,0.00,card,pending
12941,1294,2024-02-23,0.00,card,pending
13011,1301,2024-03-01,0.00,card,pending
13081,1308,2024-03-08,0.00,card,pending
13151,1315,2024-03-15,0.00,card,pending
13221,1322,2024-03-22,0.00,card,pending
13291,1329,2024-03-29,0.00,card,pending
13361,1336,2024-04-05,0.00,card,pending
13431,1343,2024-04-12,0.00,card,pending
13501,1350,2024-04-19,0.00,card,pending
13641,1364,2024-01-04,0.00,card,pending
13711,1371,2024-01-11,0.00,card,pending
13781,1378,2024-01-18,0.00,card,pending
13851,1385,2024-01-25,0.00,card,pending
13991,1399,2024-02-08,0.00,card,pending
14061,1406,2024-02-15,0.00,card,pending
14131,1413,2024-02-22,0.00,card,pending
14201,1420,2024-02-29,0.00,card,pending
14271,1427,2024-03-07,0.00,card,pending
14341,1434,2024-03-14,0.00,card,pending
14411,1441,2024-03-21,0.00,card,pending
14481,1448,2024-03-28,0.00,card,pending
14551,1455,2024-04-04,0.00,card,pending
14621,1462,2024-04-11,0.00,card,pending
14691,1469,2024-04-18,0.00,card,pending
14831,1483,2024-01-03,0.00,card,pending
14901,1490,2024-01-10,0.00,card,pending
14971,1497,2024-01-17,0.00,card,pending
15041,1504,2024-01-24,0.00,card,pending
15181,1518,2024-02-07,0.00,card,pending
15251,1525,2024-02-14,0.00,card,pending
15321,1532,2024-02-21,0.00,card,pending
15391,1539,2024-02-28,0.00,card,pending
15461,1546,2024-03-06,0.00,card,pending
15531,1553,2024-03-13,0.00,card,pending
15601,1560,2024-03-20,0.00,card,pending
15671,1567,2024-03-27,0.00,card,pending
15741,1574,2024-04-03,0.00,card,pending
15811,1581,2024-04-10,0.00,card,pending
15881,1588,2024-04-17,0.00,card,pending
16021,1602,2024-01-02,0.00,card,pending
16091,1609,2024-01-09,0.00,card,pending
16161,1616,2024-01-16,0.00,card,pending
16231,1623,2024-01-23,0.00,card,pending
16371,1637,2024-02-06,0.00,card,pending
16441,1644,2024-02-13,0.00,card,pending
16511,1651,2024-02-20,0.00,card,pending
16581,1658,2024-02-27,0.00,card,pending
16651,1665,2024-03-05,0.00,card,pending
16721,1672,2024-03-12,0.00,card,pending
16791,1679,2024-03-19,0.00,card,pending
16861,1686,2024-03-26,0.00,card,pending
16931,1693,2024-04-02,0.00,card,pending
17001,1700,2024-04-09,0.00,card,pending
17071,1707,2024-04-16,0.00,card,pending
17211,1721,2024-01-01,0.00,card,pending
17281,1728,2024-01-08,0.00,card,pending
17351,1735,2024-01-15,0.00,card,pending
17421,1742,2024-01-22,0.00,card,pending
17561,1756,2024-02-05,0.00,card,pending
17631,1763,2024-02-12,0.00,card,pending
17701,1770,2024-02-19,0.00,card,pending
17771,1777,2024-02-26,0.00,card,pending
17841,1784,2024-03-04,0.00,card,pending
17911,1791,2024-03-11,0.00,card,pending
17981,1798,2024-03-18,0.00,card,pending
18051,1805,2024-03-25,0.00,card,pending
18121,1812,2024-04-01,0.00,card,pending
18191,1819,2024-04-08,0.00,card,pending
18261,1826,2024-04-15,0.00,card,pending
18401,1840,2024-04-29,0.00,card,pending
18471,1847,2024-01-07,0.00,card,pending
18541,1854,2024-01-14,0.00,card,pending
18611,1861,2024-01-21,0.00,card,pending
18751,1875,2024-02-04,0.00,card,pending
18821,1882,2024-02-11,0.00,card,pending
18891,1889,2024-02-18,0.00,card,pending
18961,1896,2024-02-25,0.00,card,pending
19031,1903,2024-03-03,0.00,card,pending
19101,1910,2024-03-10,0.00,card,pending
19171,1917,2024-03-17,0.00,card,pending
19241,1924,2024-03-24,0.00,card,pending
19311,1931,2024-03-31,0.00,card,pending
19381,1938,2024-04-07,0.00,card,pending
19451,1945,2024-04-14,0.00,card,pending
19591,1959,2024-04-28,0.00,card,pending
19661,1966,2024-01-06,0.00,card,pending
19731,1973,2024-01-13,0.00,card,pending
19801,1980,2024-01-20,0.00,card,pending
19941,1994,2024-02-03,0.00,card,pending
10011,1001,2024-01-01,0.00,card,failed
10171,1017,2024-01-17,0.00,card,failed
10181,1018,2024-01-18,0.00,card,failed
10341,1034,2024-02-03,0.00,card,failed
10351,1035,2024-02-04,0.00,card,failed
10511,1051,2024-02-20,0.00,card,failed
10521,1052,2024-02-21,0.00,card,failed
10681,1068,2024-03-08,0.00,card,failed
10691,1069,2024-03-09,0.00,card,failed
10851,1085,2024-03-25,0.00,card,failed
10861,1086,2024-03-26,0.00,card,failed
11021,1102,2024-04-11,0.00,card,failed
11031,1103,2024-04-12,0.00,card,failed
11191,1119,2024-04-28,0.00,card,failed
11201,1120,2024-04-29,0.00,card,failed
11361,1136,2024-01-16,0.00,card,failed
11371,1137,2024-01-17,0.00,card,failed
11531,1153,2024-02-02,0.00,card,failed
11541,1154,2024-02-03,0.00,card,failed
11701,1170,2024-02-19,0.00,card,failed
11711,1171,2024-02-20,0.00,card,failed
11871,1187,2024-03-07,0.00,card,failed
11881,1188,2024-03-08,0.00,card,failed
12041,1204,2024-03-24,0.00,card,failed
12051,1205,2024-03-25,0.00,card,failed
12211,1221,2024-04-10,0.00,card,failed
12221,1222,2024-04-11,0.00,card,failed
12381,1238,2024-04-27,0.00,card,failed
12391,1239,2024-04-28,0.00,card,failed
12551,1255,2024-01-15,0.00,card,failed
12561,1256,2024-01-16,0.00,card,failed
12721,1272,2024-02-01,0.00,card,failed
12731,1273,2024-02-02,0.00,card,failed
12891,1289,2024-02-18,0.00,card,failed
12901,1290,2024-02-19,0.00,card,failed
13061,1306,2024-03-06,0.00,card,failed
13071,1307,2024-03-07,0.00,card,failed
13231,1323,2024-03-23,0.00,card,failed
13241,1324,2024-03-24,0.00,card,failed
13401,1340,2024-04-09,0.00,card,failed
13411,1341,2024-04-10,0.00,card,failed
13571,1357,2024-04-26,0.00,card,failed
13581,1358,2024-04-27,0.00,card,failed
13741,1374,2024-01-14,0.00,card,failed
13751,1375,2024-01-15,0.00,card,failed
13911,1391,2024-01-31,0.00,card,failed
13921,1392,2024-02-01,0.00,card,failed
14081,1408,2024-02-17,0.00,card,failed
14091,1409,2024-02-18,0.00,card,failed
14251,1425,2024-03-05,0.00,card,failed
14261,1426,2024-03-06,0.00,card,failed
14421,1442,2024-03-22,0.00,card,failed
14431,1443,2024-03-23,0.00,card,failed
14591,1459,2024-04-08,0.00,card,failed
14601,1460,2024-04-09,0.00,card,failed
14761,1476,2024-04-25,0.00,card,failed
14771,1477,2024-04-26,0.00,card,failed
14931,1493,2024-01-13,0.00,card,failed
14941,1494,2024-01-14,0.00,card,failed
15101,1510,2024-01-30,0.00,card,failed
15111,1511,2024-01-31,0.00,card,failed
15271,1527,2024-02-16,0.00,card,failed
15281,1528,2024-02-17,0.00,card,failed
15441,1544,2024-03-04,0.00,card,failed
15451,1545,2024-03-05,0.00,card,failed
15611,1561,2024-03-21,0.00,card,failed
15621,1562,2024-03-22,0.00,card,failed
15781,1578,2024-04-07,0.00,card,failed
15791,1579,2024-04-08,0.00,card,failed
15951,1595,2024-04-24,0.00,card,failed
15961,1596,2024-04-25,0.00,card,failed
16121,1612,2024-01-12,0.00,card,failed
16131,1613,2024-01-13,0.00,card,failed
16291,1629,2024-01-29,0.00,card,failed
16301,1630,2024-01-30,0.00,card,failed
16461,1646,2024-02-15,0.00,card,failed
16471,1647,2024-02-16,0.00,card,failed
16631,1663,2024-03-03,0.00,card,failed
16641,1664,2024-03-04,0.00,card,failed
16801,1680,2024-03-20,0.00,card,failed
16811,1681,2024-03-21,0.00,card,failed
16971,1697,2024-04-06,0.00,card,failed
16981,1698,2024-04-07,0.00,card,failed
17141,1714,2024-04-23,0.00,card,failed
17151,1715,2024-04-24,0.00,card,failed
17311,1731,2024-01-11,0.00,card,failed
17321,1732,2024-01-12,0.00,card,failed
17481,1748,2024-01-28,0.00,card,failed
17491,1749,2024-01-29,0.00,card,failed
17651,1765,2024-02-14,0.00,card,failed
17661,1766,2024-02-15,0.00,card,failed
17821,1782,2024-03-02,0.00,card,failed
17831,1783,2024-03-03,0.00,card,failed
17991,1799,2024-03-19,0.00,card,failed
18001,1800,2024-03-20,0.00,card,failed
18161,1816,2024-04-05,0.00,card,failed
18171,1817,2024-04-06,0.00,card,failed
18331,1833,2024-04-22,0.00,card,failed
18341,1834,2024-04-23,0.00,card,failed
18501,1850,2024-01-10,0.00,card,failed
18511,1851,2024-01-11,0.00,card,failed
18671,1867,2024-01-27,0.00,card,failed
18681,1868,2024-01-28,0.00,card,failed
18841,1884,2024-02-13,0.00,card,failed
18851,1885,2024-02-14,0.00,card,failed
19011,1901,2024-03-01,0.00,card,failed
19021,1902,2024-03-02,0.00,card,failed
19181,1918,2024-03-18,0.00,card,failed
19191,1919,2024-03-19,0.00,card,failed
19351,1935,2024-04-04,0.00,card,failed
19361,1936,2024-04-05,0.00,card,failed
19521,1952,2024-04-21,0.00,card,failed
19531,1953,2024-04-22,0.00,card,failed
19691,1969,2024-01-09,0.00,card,failed
19701,1970,2024-01-10,0.00,card,failed
19861,1986,2024-01-26,0.00,card,failed
19871,1987,2024-01-27,0.00,card,failed
